country_name,date,new_confirmed,new_deceased,cumulative_confirmed
Uganda,2020-01-01,0,0,0
Uganda,2020-01-02,1,1,1
Uganda,2020-01-03,0,0,1
Uganda,2020-01-04,0,0,1
Uganda,2020-01-05,0,0,1
Uganda,2020-01-06,0,0,1
Uganda,2020-01-07,0,0,1
Uganda,2020-01-08,0,0,1
Uganda,2020-01-09,0,0,1
Uganda,2020-01-10,0,0,1
Uganda,2020-01-11,0,0,1
Uganda,2020-01-12,0,0,1
Uganda,2020-01-13,0,0,1
Uganda,2020-01-14,0,0,1
Uganda,2020-01-15,0,0,1
Uganda,2020-01-16,0,0,1
Uganda,2020-01-17,0,0,1
Uganda,2020-01-18,0,0,1
Uganda,2020-01-19,0,0,1
Uganda,2020-01-20,0,0,1
Uganda,2020-01-21,0,0,1
Uganda,2020-01-22,0,0,1
Uganda,2020-01-23,0,0,1
Uganda,2020-01-24,0,0,1
Uganda,2020-01-25,0,0,1
Uganda,2020-01-26,0,0,1
Uganda,2020-01-27,0,0,1
Uganda,2020-01-28,0,0,1
Uganda,2020-01-29,0,0,1
Uganda,2020-01-30,0,0,1
Uganda,2020-01-31,0,0,1
Uganda,2020-02-01,0,0,1
Uganda,2020-02-02,0,0,1
Uganda,2020-02-03,0,0,1
Uganda,2020-02-04,0,0,1
Uganda,2020-02-05,0,0,1
Uganda,2020-02-06,0,0,1
Uganda,2020-02-07,0,0,1
Uganda,2020-02-08,0,0,1
Uganda,2020-02-09,0,0,1
Uganda,2020-02-10,0,0,1
Uganda,2020-02-11,0,0,1
Uganda,2020-02-12,0,0,1
Uganda,2020-02-13,0,0,1
Uganda,2020-02-14,0,0,1
Uganda,2020-02-15,0,0,1
Uganda,2020-02-16,0,0,1
Uganda,2020-02-17,0,0,1
Uganda,2020-02-18,0,0,1
Uganda,2020-02-19,0,0,1
Uganda,2020-02-20,0,0,1
Uganda,2020-02-21,0,0,1
Uganda,2020-02-22,0,0,1
Uganda,2020-02-23,0,0,1
Uganda,2020-02-24,0,0,1
Uganda,2020-02-25,0,0,1
Uganda,2020-02-26,0,0,1
Uganda,2020-02-27,0,0,1
Uganda,2020-02-28,0,0,1
Uganda,2020-02-29,0,0,1
Uganda,2020-03-01,0,0,1
Uganda,2020-03-02,0,0,1
Uganda,2020-03-03,0,0,1
Uganda,2020-03-04,0,0,1
Uganda,2020-03-05,0,0,1
Uganda,2020-03-06,0,0,1
Uganda,2020-03-07,0,0,1
Uganda,2020-03-08,0,0,1
Uganda,2020-03-09,0,0,1
Uganda,2020-03-10,0,0,1
Uganda,2020-03-11,0,0,1
Uganda,2020-03-12,0,0,1
Uganda,2020-03-13,0,0,1
Uganda,2020-03-14,0,0,1
Uganda,2020-03-15,0,0,1
Uganda,2020-03-16,0,0,1
Uganda,2020-03-17,0,0,1
Uganda,2020-03-18,0,0,1
Uganda,2020-03-19,0,0,1
Uganda,2020-03-20,0,0,1
Uganda,2020-03-21,0,0,1
Uganda,2020-03-22,8,0,9
Uganda,2020-03-23,0,0,9
Uganda,2020-03-24,3,0,12
Uganda,2020-03-25,4,0,16
Uganda,2020-03-26,4,0,20
Uganda,2020-03-27,7,0,27
Uganda,2020-03-28,3,0,30
Uganda,2020-03-29,0,0,30
Uganda,2020-03-30,11,0,41
Uganda,2020-03-31,0,0,41
Uganda,2020-04-01,1,0,42
Uganda,2020-04-02,1,0,43
Uganda,2020-04-03,0,0,43
Uganda,2020-04-04,4,0,47
Uganda,2020-04-05,0,0,47
Uganda,2020-04-06,0,0,47
Uganda,2020-04-07,1,0,48
Uganda,2020-04-08,0,0,48
Uganda,2020-04-09,0,0,48
Uganda,2020-04-10,0,0,48
Uganda,2020-04-11,1,0,49
Uganda,2020-04-12,0,0,49
Uganda,2020-04-13,1,0,50
Uganda,2020-04-14,0,0,50
Uganda,2020-04-15,0,0,50
Uganda,2020-04-16,0,0,50
Uganda,2020-04-17,0,0,50
Uganda,2020-04-18,0,0,50
Uganda,2020-04-19,0,0,50
Uganda,2020-04-20,0,0,50
Uganda,2020-04-21,0,0,50
Uganda,2020-04-22,0,0,50
Uganda,2020-04-23,1,0,51
Uganda,2020-04-24,0,0,51
Uganda,2020-04-25,0,0,51
Uganda,2020-04-26,0,0,51
Uganda,2020-04-27,0,0,51
Uganda,2020-04-28,1,0,52
Uganda,2020-04-29,0,0,52
Uganda,2020-04-30,1,0,53
Uganda,2020-05-01,1,0,54
Uganda,2020-05-02,0,0,54
Uganda,2020-05-03,3,0,57
Uganda,2020-05-04,0,0,57
Uganda,2020-05-05,0,0,57
Uganda,2020-05-06,0,0,57
Uganda,2020-05-07,3,0,60
Uganda,2020-05-08,1,0,61
Uganda,2020-05-09,2,0,63
Uganda,2020-05-10,1,0,64
Uganda,2020-05-11,2,0,66
Uganda,2020-05-12,6,0,72
Uganda,2020-05-13,5,0,77
Uganda,2020-05-14,17,0,94
Uganda,2020-05-15,4,0,98
Uganda,2020-05-16,21,0,119
Uganda,2020-05-17,12,0,131
Uganda,2020-05-18,4,0,135
Uganda,2020-05-19,10,0,145
Uganda,2020-05-20,15,0,160
Uganda,2020-05-21,13,0,173
Uganda,2020-05-22,25,0,198
Uganda,2020-05-23,14,0,212
Uganda,2020-05-24,10,0,222
Uganda,2020-05-25,31,0,253
Uganda,2020-05-26,28,0,281
Uganda,2020-05-27,34,0,315
Uganda,2020-05-28,12,0,327
Uganda,2020-05-29,83,0,410
Uganda,2020-05-30,43,0,453
Uganda,2020-05-31,30,0,483
Uganda,2020-06-01,17,0,500
Uganda,2020-06-02,15,0,515
Uganda,2020-06-03,33,0,548
Uganda,2020-06-04,35,0,583
Uganda,2020-06-05,23,0,606
Uganda,2020-06-06,29,0,635
Uganda,2020-06-07,11,0,646
Uganda,2020-06-08,8,0,654
Uganda,2020-06-09,14,0,668
Uganda,2020-06-10,7,0,675
Uganda,2020-06-11,8,0,683
Uganda,2020-06-12,11,0,694
Uganda,2020-06-13,9,0,703
Uganda,2020-06-14,19,0,722
Uganda,2020-06-15,8,0,730
Uganda,2020-06-16,9,0,739
Uganda,2020-06-17,14,0,753
Uganda,2020-06-18,8,0,761
Uganda,2020-06-19,7,0,768
Uganda,2020-06-20,4,0,772
Uganda,2020-06-21,23,0,795
Uganda,2020-06-22,8,0,803
Uganda,2020-06-23,16,0,819
Uganda,2020-06-24,12,0,831
Uganda,2020-06-25,15,0,846
Uganda,2020-06-26,11,0,857
Uganda,2020-06-27,11,0,868
Uganda,2020-06-28,19,0,887
Uganda,2020-06-29,4,0,891
Uganda,2020-06-30,9,0,900
Uganda,2020-07-01,9,0,909
Uganda,2020-07-02,16,0,925
Uganda,2020-07-03,12,0,937
Uganda,2020-07-04,14,0,951
Uganda,2020-07-05,18,0,969
Uganda,2020-07-06,6,0,975
Uganda,2020-07-07,23,0,998
Uganda,2020-07-08,6,0,1004
Uganda,2020-07-09,7,0,1011
Uganda,2020-07-10,12,0,1023
Uganda,2020-07-11,4,0,1027
Uganda,2020-07-12,11,0,1038
Uganda,2020-07-13,3,0,1041
Uganda,2020-07-14,8,0,1049
Uganda,2020-07-15,5,0,1054
Uganda,2020-07-16,6,0,1060
Uganda,2020-07-17,3,0,1063
Uganda,2020-07-18,4,0,1067
Uganda,2020-07-19,3,0,1070
Uganda,2020-07-20,3,0,1073
Uganda,2020-07-21,4,0,1077
Uganda,2020-07-22,12,0,1089
Uganda,2020-07-23,14,1,1103
Uganda,2020-07-24,12,0,1115
Uganda,2020-07-25,13,0,1128
Uganda,2020-07-26,7,0,1135
Uganda,2020-07-27,5,0,1140
Uganda,2020-07-28,7,1,1147
Uganda,2020-07-29,7,0,1154
Uganda,2020-07-30,22,1,1176
Uganda,2020-07-31,6,0,1182
Uganda,2020-08-01,13,1,1195
Uganda,2020-08-02,8,0,1203
Uganda,2020-08-03,10,0,1213
Uganda,2020-08-04,10,0,1223
Uganda,2020-08-05,31,1,1254
Uganda,2020-08-06,13,0,1267
Uganda,2020-08-07,16,1,1283
Uganda,2020-08-08,14,4,1297
Uganda,2020-08-09,16,1,1313
Uganda,2020-08-10,19,1,1332
Uganda,2020-08-11,21,2,1353
Uganda,2020-08-12,32,1,1385
Uganda,2020-08-13,49,1,1434
Uganda,2020-08-14,66,1,1500
Uganda,2020-08-15,60,0,1560
Uganda,2020-08-16,43,2,1603
Uganda,2020-08-17,53,1,1656
Uganda,2020-08-18,94,2,1750
Uganda,2020-08-19,98,1,1848
Uganda,2020-08-20,318,1,2166
Uganda,2020-08-21,97,0,2263
Uganda,2020-08-22,99,2,2362
Uganda,2020-08-23,64,2,2426
Uganda,2020-08-24,98,0,2524
Uganda,2020-08-25,155,2,2679
Uganda,2020-08-26,77,2,2756
Uganda,2020-08-27,91,1,2847
Uganda,2020-08-28,81,2,2928
Uganda,2020-08-29,44,0,2972
Uganda,2020-08-30,64,1,3036
Uganda,2020-08-31,76,1,3112
Uganda,2020-09-01,176,1,3288
Uganda,2020-09-02,65,5,3353
Uganda,2020-09-03,186,4,3539
Uganda,2020-09-04,128,3,3667
Uganda,2020-09-05,109,1,3776
Uganda,2020-09-06,124,2,3900
Uganda,2020-09-07,201,2,4101
Uganda,2020-09-08,190,1,4291
Uganda,2020-09-09,86,1,4377
Uganda,2020-09-10,326,3,4703
Uganda,2020-09-11,96,1,4799
Uganda,2020-09-12,179,6,4978
Uganda,2020-09-13,145,4,5123
Uganda,2020-09-14,143,0,5266
Uganda,2020-09-15,114,1,5380
Uganda,2020-09-16,214,0,5594
Uganda,2020-09-17,423,1,6017
Uganda,2020-09-18,270,1,6287
Uganda,2020-09-19,181,2,6468
Uganda,2020-09-20,244,3,6712
Uganda,2020-09-21,167,1,6879
Uganda,2020-09-22,185,1,7064
Uganda,2020-09-23,154,0,7218
Uganda,2020-09-24,146,1,7364
